"id","ts","light","temperature","soil_moisture","humidity","api_temp","precipitation","cloud_cover"
"641","2025-04-08 21:30:00","26.951","33.0625","3157","87","27.3","0","12"
"642","2025-04-08 21:45:00","26.7519","33.1094","3164","88","27.2","0","12"
"643","2025-04-08 22:00:00","26.4873","33.0938","3166","89","27.2","0","57"
"644","2025-04-08 22:15:00","26.5201","33.1406","3161","89","27.2","0","57"
"645","2025-04-08 22:30:00","26.6186","32.9375","3183","90","27.2","0","57"
"646","2025-04-08 22:45:00","26.7848","32.6719","3175","88","28","0","38"
"647","2025-04-08 23:00:00","26.4873","32.6875","3145","88","28","0","59"
"648","2025-04-08 23:15:00","24.2823","32.3594","3150.5","89","27.9","0","59"
"649","2025-04-08 23:30:00","21.9617","32.3438","3147","89","27.9","0","59"
"650","2025-04-08 23:45:00","22.1134","32.2812","3141","90","27.8","0","59"
"651","2025-04-09 00:00:00","22.0622","32.1875","3155","90","27.8","0","59"
"652","2025-04-09 00:15:00","21.9617","32.2188","3157.5","90","27.7","0","59"
"653","2025-04-09 00:30:00","22.0118","32.1875","3155","91","27.6","0","59"
"654","2025-04-09 00:45:00","22.0118","32.1094","3153","91","27.5","0","59"
"655","2025-04-09 01:00:00","22.0118","31.9688","3200","91","27.5","0","67"
"656","2025-04-09 01:15:00","22.037","32.0312","3167.5","91","27.5","0","67"
"657","2025-04-09 01:30:00","22.0622","32.0312","3184","91","27.5","0","67"
"658","2025-04-09 01:45:00","22.1382","31.9688","3147","91","27.5","0","67"
"659","2025-04-09 02:00:00","22.0118","31.8125","3157","91","27.4","0","72"
"660","2025-04-09 02:15:00","22.0876","31.8906","3144.5","91","27.4","0","72"
"661","2025-04-09 02:30:00","22.0118","31.9375","3162","91","27.4","0","72"
"662","2025-04-09 02:45:00","22.037","31.8438","3178","91","27.4","0","72"
"663","2025-04-09 03:00:00","22.0118","31.75","3152","91","27.4","0","71"
"664","2025-04-09 03:15:00","22.0622","31.8125","3149.5","91","27.4","0","71"
"665","2025-04-09 03:30:00","22.0118","31.8438","3137","91","27.4","0","71"
"666","2025-04-09 03:45:00","22.0622","31.7031","3156.5","90","27.4","0","71"
"667","2025-04-09 04:00:00","22.0622","31.6562","3164","90","27.3","0","71"
"668","2025-04-09 04:15:00","22.037","31.7344","3160.5","90","27.3","0","71"
"669","2025-04-09 04:30:00","22.0622","31.75","3151","90","27.4","0","59"
"670","2025-04-09 04:45:00","22.0622","31.625","3162","90","27.4","0","59"
"671","2025-04-09 05:00:00","22.0622","31.625","3152","90","27.3","0","72"
"672","2025-04-09 05:15:00","22.1128","31.6406","3143","90","27.4","0","72"
"673","2025-04-09 05:30:00","22.0118","31.6562","3156","90","27.4","0","72"
"674","2025-04-09 05:45:00","22.0622","31.5156","3158","89","27.4","0","72"
"675","2025-04-09 06:00:00","22.2652","31.5625","3143","89","27.4","0","68"
"676","2025-04-09 06:15:00","22.1127","31.5938","3160.5","89","27.5","0","68"
"677","2025-04-09 06:30:00","22.2652","31.4688","3155","88","27.6","0","68"
"678","2025-04-09 06:45:00","22.3678","31.3594","3152.5","88","27.7","0","68"
"679","2025-04-09 07:00:00","22.6792","31.2812","3137","88","27.8","0","67"
"680","2025-04-09 07:15:00","22.9438","31.2344","3147.5","86","28.1","0","67"
"681","2025-04-09 07:30:00","23.1041","31.1562","3145","84","28.5","0","67"
"682","2025-04-09 07:45:00","23.2686","31.2969","3139","82","29","0","67"
"683","2025-04-09 08:00:00","23.5958","31.3125","3152","80","29.2","0","87"
"684","2025-04-09 08:15:00","23.403","31.4531","3151.5","78","29.6","0","87"
"685","2025-04-09 08:30:00","23.5404","31.5938","3152","76","30","0","87"
"686","2025-04-09 08:45:00","23.6319","31.6562","3144.5","74","30.4","0","87"
"687","2025-04-09 09:00:00","23.9318","31.5938","3157","73","30.5","0","100"
"688","2025-04-09 09:15:00","24.2461","31.625","3155","71","31","0","100"
"689","2025-04-09 09:30:00","23.4303","31.6562","3158","68","31.5","0","100"
"690","2025-04-09 09:45:00","23.9413","31.7031","3148","66","31.9","0","100"
"691","2025-04-09 10:00:00","24.8619","31.5938","3157","64","32.2","0","55"
"692","2025-04-09 10:15:00","25.225","31.6562","3146","62","32.5","0","55"
"693","2025-04-09 10:30:00","23.5404","31.7812","3153","61","33","0","55"
"694","2025-04-09 10:45:00","25.2258","31.8594","3138.5","61","33.1","0","69"
"695","2025-04-09 11:00:00","25.5316","31.8125","3149","60","33.2","0","68"
"696","2025-04-09 11:15:00","25.5052","31.8594","3149.5","59","33.5","0","68"
"697","2025-04-09 11:30:00","25.1025","31.9375","3152","59","33.6","0","68"
"698","2025-04-09 11:45:00","23.7921","32.0312","3144.5","58","33.8","0","68"
"699","2025-04-09 12:00:00","23.707","31.9688","3193","58","33.8","0.1","60"
"700","2025-04-09 12:15:00","24.5779","32.0312","3177.5","57","34","0.1","60"
"701","2025-04-09 12:30:00","24.2171","32.1562","3162","57","34.2","0.1","60"
"702","2025-04-09 12:45:00","24.9219","32.2344","3193","56","34.3","0.1","60"
"703","2025-04-09 13:00:00","24.9218","32.1875","3167","56","34.4","0","71"
"704","2025-04-09 13:15:00","24.4786","32.25","3179","55","34.6","0","71"
"705","2025-04-09 13:30:00","24.5658","32.3438","3179","54","34.8","0","71"
"706","2025-04-09 13:45:00","24.3907","32.4219","3169","54","34.9","0","71"
"707","2025-04-09 14:00:00","24.2171","32.4062","3155","53","35","0","51"
"708","2025-04-09 14:15:00","24.1024","32.3594","3157.5","52","35.2","0","51"
"709","2025-04-09 14:30:00","24.0453","32.3125","3155","51","35.2","0","51"
"710","2025-04-09 14:45:00","23.9318","32.2812","3150.5","50","35.3","0","51"
"711","2025-04-09 15:00:00","23.9318","32.3125","3169","49","35.3","0","50"
"712","2025-04-09 15:15:00","23.7352","32.7188","3149","49","35.2","0","50"
"713","2025-04-09 15:30:00","23.7629","33.1562","3125","50","34.9","0","50"
"714","2025-04-09 15:45:00","23.3483","33.4375","3150","51","34.6","0","50"
"715","2025-04-09 16:00:00","23.4852","33.5625","3135","51","34.4","0","41"
"716","2025-04-09 16:15:00","23.1856","33.5938","3165","52","34.2","0","41"
"717","2025-04-09 16:30:00","22.7844","33.5938","3167","54","33.7","0","43"
"718","2025-04-09 16:45:00","22.653","33.3281","3178","55","33.4","0","43"
"719","2025-04-09 17:00:00","22.5227","33.2812","3179","56","33.2","0","30"
"720","2025-04-09 17:15:00","22.3678","33.2656","3174","57","32.9","0","30"
"721","2025-04-09 17:30:00","22.3164","33.25","3168","58","32.5","0","30"
"722","2025-04-09 17:45:00","22.1634","33.1406","3176","58","32.2","0","30"
"723","2025-04-09 18:00:00","22.3164","33.0625","3155","59","32","0","0"
"724","2025-04-09 18:15:00","22.0622","33.0938","3179.5","61","31.5","0","0"
"725","2025-04-09 18:30:00","22.0622","33.125","3182","64","31","0","0"
"726","2025-04-09 18:45:00","22.0118","33.0938","3177","66","30.5","0","0"
"727","2025-04-09 19:00:00","22.0118","32.9375","3169","68","30.1","0","0"
"728","2025-04-10 07:00:00","22.6547","30.1562","3175.5","91","26.8","0","100"
"729","2025-04-10 07:15:00","22.7844","30.6562","3120","90","27","0","100"
"730","2025-04-10 07:30:00","22.9701","30.8281","3120.5","88","27.4","0","100"
"731","2025-04-10 07:45:00","23.0504","31.2188","3123","87","27.8","0","100"
"732","2025-04-10 08:00:00","23.1581","31.1406","3121","86","28","0","100"
"733","2025-04-10 08:15:00","23.5404","31.0312","3121","84","28.4","0","100"
"734","2025-04-10 08:30:00","23.1041","30.8906","3119.5","81","28.9","0","100"
"735","2025-04-10 08:45:00","23.7629","30.875","3099","79","29.3","0","100"
"736","2025-04-10 09:00:00","23.7071","30.9375","3136","77","29.6","0","100"
"737","2025-04-10 09:15:00","24.0453","31.4375","3135","75","30","0","100"
"738","2025-04-10 09:30:00","23.4311","31.8438","3132","72","30.4","0","100"
"739","2025-04-10 09:45:00","23.3208","31.9688","3136","70","30.8","0","100"
"740","2025-04-10 10:00:00","23.5683","32.0469","3163","69","31","0.1","100"
"741","2025-04-10 10:15:00","24.2171","32.0625","3136","68","31.2","0.1","100"
"742","2025-04-10 10:30:00","24.8925","31.75","3132.5","67","31.5","0.1","100"
"743","2025-04-10 10:45:00","24.9218","31.625","3139","65","31.5","0.1","100"
"744","2025-04-10 11:00:00","24.0744","31.625","3137.5","64","31.8","0","80"
"745","2025-04-10 11:15:00","24.4488","31.625","3135","62","32.2","0","80"
"746","2025-04-10 11:30:00","24.8656","31.5312","3131.5","61","32.6","0","80"
"747","2025-04-10 11:45:00","25.9713","31.4375","3126","60","33","0","80"
"748","2025-04-10 12:00:00","24.5958","31.5469","3125.5","59","33.2","0","72"
"749","2025-04-10 12:15:00","24.1024","31.625","3138","58","33.5","0","72"
"750","2025-04-10 12:30:00","23.6237","31.5469","3125","58","33.7","0","72"
"751","2025-04-10 12:45:00","23.4852","31.5","3113","58","33.8","0","72"
"752","2025-04-10 13:00:00","23.5961","31.5781","3134","58","34","0","100"
"753","2025-04-10 13:15:00","23.0504","31.6562","3120","58","34","0","100"
"754","2025-04-10 13:30:00","23.0505","31.6094","3115","57","34.1","0","100"
"755","2025-04-10 13:45:00","23.4852","31.5625","3134","57","34.1","0","100"
"756","2025-04-10 14:00:00","22.6269","31.6562","3128.5","57","34.1","0","100"
"757","2025-04-10 14:15:00","22.2652","31.6875","3122","58","34","0","100"
"758","2025-04-10 14:30:00","22.3936","31.5938","3120","58","33.7","0","100"
"759","2025-04-10 14:45:00","22.5227","31.5938","3111","59","33.5","0","100"
"760","2025-04-10 15:00:00","22.6269","31.6562","3120","60","33.2","0.1","100"
"761","2025-04-10 15:15:00","22.9435","31.7188","3119","59","33.3","0.1","100"
"762","2025-04-10 15:30:00","23.0505","31.6094","3107.5","58","33.4","0.1","100"
"763","2025-04-10 15:45:00","23.1041","31.625","3114","56","33.5","0.1","100"
"764","2025-04-10 16:00:00","23.0504","31.6875","3118.5","55","33.6","0","100"
"765","2025-04-10 16:15:00","22.8903","31.625","3137","55","33.5","0","100"
"766","2025-04-10 16:30:00","22.891","31.5625","3124.5","56","33.3","0","100"
"767","2025-04-10 16:45:00","22.7844","31.625","3132","65","31.7","0","100"
"768","2025-04-10 17:00:00","22.6795","31.6406","3135","65","31.5","0","100"
"769","2025-04-10 17:15:00","29.6086","31.5","3188","66","31.3","0","100"
"770","2025-04-10 17:30:00","28.3793","31.3906","3152.5","68","31","0","100"
"771","2025-04-10 17:45:00","28.1986","31.4375","3120","69","30.7","0","100"
"772","2025-04-10 18:00:00","27.7389","31.4375","3137.5","70","30.5","0","100"
"773","2025-04-10 18:15:00","27.5646","31.5","3142","72","30.1","0","100"
"774","2025-04-10 18:30:00","27.4954","31.3281","3137.5","75","29.6","0","100"
"775","2025-04-10 18:45:00","28.1271","31.2812","3120","77","29.2","0","100"
"776","2025-04-10 19:00:00","27.9142","31.7031","3127","79","28.9","0","100"
"777","2025-04-10 19:15:00","27.8438","32.2188","3142","81","28.6","0","100"
"778","2025-04-10 19:30:00","27.8439","32.25","3132.5","83","28.5","0","100"
"779","2025-04-10 19:45:00","27.9849","32.3438","3121","84","28.2","0","100"
"780","2025-04-10 20:00:00","27.8439","32.4062","3135.5","85","28.1","0","100"
"781","2025-04-10 20:15:00","27.9142","32.3438","3143","86","28","0","100"
"782","2025-04-10 20:30:00","27.9511","32.1562","3141.5","87","27.9","0","100"
"783","2025-04-10 20:45:00","27.9142","32.0625","3122","88","27.9","0","100"
"784","2025-04-10 21:00:00","27.4265","32.0312","3138.5","88","27.8","0","100"
"785","2025-04-10 21:15:00","27.7037","32.375","3127","88","27.8","0","100"
"786","2025-04-10 21:30:00","27.3579","32.1875","3143","88","27.7","0","100"
"787","2025-04-10 21:45:00","27.2894","32.0312","3138","88","27.6","0","100"
"788","2025-04-10 22:00:00","27.3583","31.875","3137.5","88","27.6","0","100"
"789","2025-04-10 22:15:00","27.3578","31.8125","3135","88","27.6","0","100"
"790","2025-04-10 22:30:00","27.3579","31.7656","3133.5","88","27.5","0","100"
"791","2025-04-10 22:45:00","27.3578","32.25","3131","89","27.6","0","100"
"792","2025-04-10 23:00:00","27.3238","32.0469","3117.5","89","27.5","0","100"
"793","2025-04-10 23:15:00","27.2212","31.9062","3140","89","27.5","0","100"
"794","2025-04-10 23:30:00","22.0623","31.8281","3137","89","27.5","0","100"
"795","2025-04-10 23:45:00","22.1127","31.7812","3145","89","27.5","0","100"
"796","2025-04-11 00:00:00","22.1127","31.8438","3141.5","89","27.5","0","100"
"797","2025-04-11 00:15:00","22.3164","31.6875","3107","89","27.5","0","100"
"798","2025-04-11 00:30:00","22.0874","31.6406","3139","89","27.4","0","100"
"799","2025-04-11 00:45:00","22.1127","31.6875","3137","89","27.4","0","100"
"800","2025-04-11 01:00:00","22.1127","31.6875","3135.5","89","27.3","0","100"
"801","2025-04-11 01:15:00","22.0622","31.6562","3127","89","27.3","0","100"
"802","2025-04-11 01:30:00","22.1127","31.5","3145.5","89","27.2","0","100"
"803","2025-04-11 01:45:00","22.1127","31.5312","3142","89","27.2","0","100"
"804","2025-04-11 02:00:00","22.1127","31.4844","3130","89","27.2","0","100"
"805","2025-04-11 02:15:00","22.1127","31.3125","3179","89","27.2","0","100"
"806","2025-04-11 02:30:00","22.1127","31.1719","3198","90","27.1","0","100"
"807","2025-04-11 02:45:00","22.1634","31.0938","3163","90","27.1","0","100"
"808","2025-04-11 03:00:00","22.0874","31.4844","3176","90","27","0","100"
"809","2025-04-11 03:15:00","22.1127","32","3163","90","27","0","100"
"810","2025-04-11 03:30:00","22.2145","32.2188","3139","91","27","0","100"
"811","2025-04-11 03:45:00","22.1127","32.3125","3179","91","27","0","100"
"812","2025-04-11 04:00:00","22.1127","32.2812","3181","91","27","0","100"
"813","2025-04-11 04:15:00","22.1127","32.0625","3182","91","27","0","100"
"814","2025-04-11 04:30:00","22.1128","31.7812","3168","91","26.9","0","100"
"815","2025-04-11 04:45:00","22.1127","31.7188","3152","92","26.6","0","100"
"816","2025-04-11 05:00:00","22.1127","31.7188","3163.5","92","26.6","0","100"
"817","2025-04-11 05:15:00","22.0622","31.6562","3168","92","26.6","0","100"
"818","2025-04-11 05:30:00","22.1127","31.4531","3164.5","92","26.6","0","100"
"819","2025-04-11 05:45:00","22.1127","31.4375","3155","92","26.6","0","100"
"820","2025-04-11 06:00:00","22.138","31.4844","3141.5","92","26.5","0","100"
"821","2025-04-11 06:15:00","22.3164","31.4688","3117","92","26.6","0","100"
"822","2025-04-11 06:30:00","22.2913","31.3594","3123","92","26.7","0","100"
"823","2025-04-11 06:45:00","28.1986","31.375","3148","91","26.8","0","100"
"824","2025-04-11 07:00:00","22.2399","31.5625","3148.5","91","26.8","0","100"
"825","2025-04-11 07:15:00","28.1271","31.375","3130","90","27","0","100"
"826","2025-04-11 07:30:00","27.8087","31.6094","3114.5","89","27.2","0","100"
"827","2025-04-11 07:45:00","27.7736","32.3125","3127","88","27.5","0","100"
"828","2025-04-11 08:00:00","27.8089","32.2656","3155","87","27.5","0.1","100"
"829","2025-04-11 08:15:00","22.2652","31.9062","3149","85","27.9","0.1","100"
"830","2025-04-11 08:30:00","22.4709","31.7656","3149","83","28.1","0.1","100"
"831","2025-04-11 08:45:00","22.3677","31.9062","3142","81","28.5","0.1","100"
"832","2025-04-11 09:00:00","22.4709","31.7344","3149.5","80","28.6","0","100"
"833","2025-04-11 09:15:00","23.1041","31.6562","3165","78","28.9","0","100"
"834","2025-04-11 09:30:00","24.3909","31.5938","3164.5","77","29.2","0","100"
"835","2025-04-11 09:45:00","24.6837","31.5","3166","76","29.5","0","100"
"836","2025-04-11 10:00:00","24.8321","31.375","3162","75","29.6","0.1","100"
"837","2025-04-11 10:15:00","24.9818","31.375","3152","74","29.9","0.1","100"
"838","2025-04-11 10:30:00","24.4351","31.4219","3146.5","74","30.1","0.1","100"
"839","2025-04-11 10:45:00","25.7188","31.5","3136","72","30.5","0.1","100"
"840","2025-04-11 10:45:00","25.7188","31.5","3136","72","30.5","0.1","100"
"841","2025-04-11 11:00:00","24.3515","31.4219","3129.5","72","30.5","0.1","100"
"842","2025-04-11 11:15:00","22.3677","31.3438","3131","71","30.9","0.1","100"
"843","2025-04-11 11:30:00","22.3677","31.4375","3134","69","31.4","0.1","100"
"844","2025-04-11 11:45:00","22.6792","31.4688","3129","68","31.8","0.1","100"
"845","2025-04-11 12:00:00","23.2211","31.4375","3140","67","32","0","100"
"846","2025-04-11 12:15:00","25.2852","31.3125","3174","66","32.2","0","100"
"847","2025-04-11 12:30:00","24.8629","31.3906","3182.5","66","32.4","0","100"
"848","2025-04-11 12:45:00","22.8372","31.4062","3186","65","32.5","0","100"
"849","2025-04-11 13:00:00","22.4968","31.2969","3181.5","65","32.6","0.1","100"
"850","2025-04-11 13:15:00","22.3677","31.25","3177","66","32.4","0.1","100"
"851","2025-04-11 13:30:00","22.4709","31.25","3158.5","67","32","0.1","100"
"852","2025-04-11 13:45:00","22.5227","31.1875","3135","69","31.6","0.1","100"
"853","2025-04-11 14:00:00","22.9179","31.0625","3128","70","31.3","0.4","100"
"854","2025-04-11 14:15:00","23.8753","31.0625","3135","70","31.3","0.4","100"
"855","2025-04-11 14:30:00","24.4199","31.125","3124.5","69","31.5","0.4","100"
"856","2025-04-11 14:45:00","24.9218","31.0625","3118","68","31.6","0.4","100"
"857","2025-04-11 15:00:00","24.6544","31.0156","3123.5","67","31.7","0.1","100"
"858","2025-04-11 15:15:00","24.5658","31.0312","3098","66","31.9","0.1","100"
"859","2025-04-11 15:30:00","24.3907","31.1094","3127.5","65","32","0.1","100"
"860","2025-04-11 15:45:00","23.9885","31.0938","3127","65","32.2","0.1","100"
"861","2025-04-11 16:00:00","23.8194","31.2031","3133","64","32.2","0","100"
"862","2025-04-11 16:15:00","23.819","31.2812","3127","64","32.2","0","100"
"863","2025-04-11 16:30:00","23.2936","31.3125","3138","64","32","0","99"
"864","2025-04-11 16:45:00","23.1041","31.5625","3149","66","31.9","0.1","99"
"865","2025-04-11 17:00:00","22.4193","31.5469","3140.5","67","31.7","0.2","100"
"866","2025-04-11 17:15:00","22.3164","31.5","3142","67","31.5","0.2","100"
"867","2025-04-11 17:30:00","22.3936","31.5156","3136.5","67","31.4","0.2","100"
"868","2025-04-11 17:45:00","22.2142","31.375","3149","67","31.2","0.2","100"
"869","2025-04-11 18:00:00","22.138","31.4062","3158","67","31.1","0","37"
"870","2025-04-11 18:15:00","22.3164","31.4375","3119","69","30.9","0","37"
"871","2025-04-11 18:30:00","27.4617","31.4375","3146.5","71","30.4","0","37"
"872","2025-04-11 18:45:00","27.2212","31.3438","3152","73","30","0","37"
"873","2025-04-11 19:00:00","27.1533","31.3594","3143.5","75","29.6","0","17"
"874","2025-04-11 19:15:00","27.2212","31.375","3137","77","29.4","0","17"
"875","2025-04-11 19:30:00","27.5338","31.3125","3126.5","79","29.2","0","17"
"876","2025-04-11 19:45:00","27.5646","31.3125","3135","81","29","0","17"
"877","2025-04-11 20:00:00","27.8438","31.4844","3135.5","82","28.9","0","100"
"878","2025-04-11 20:15:00","27.7037","31.375","3134","83","28.8","0","100"
"879","2025-04-11 20:30:00","27.7386","31.2656","3130.5","83","28.6","0","100"
"880","2025-04-11 20:45:00","27.7037","31.1875","3128","83","28.6","0","100"
"881","2025-04-11 21:00:00","27.7386","31.3125","3127","83","28.5","0","100"
"882","2025-04-11 21:15:00","27.7037","31.6562","3130","83","28.4","0","100"
"883","2025-04-11 21:30:00","27.7038","32.0156","3136","83","28.3","0","100"
"884","2025-04-11 21:45:00","27.7037","32.7188","3135","83","28.2","0","100"
"885","2025-04-11 22:00:00","27.8089","32.4531","3134.5","83","28.1","0","100"
"886","2025-04-11 22:15:00","27.634","32.375","3149","83","28","0","100"
"887","2025-04-11 22:30:00","27.2568","32.375","3156.5","84","28","0","100"
"888","2025-04-11 22:45:00","27.4265","32.3438","3171","83","28","0","100"
"889","2025-04-11 23:00:00","27.1533","31.9531","3176.5","83","27.9","0","100"
"890","2025-04-11 23:15:00","27.1533","31.8438","3168","83","27.8","0","100"
"891","2025-04-11 23:30:00","27.1533","31.8281","3129","84","27.6","0","100"
"892","2025-04-11 23:45:00","22.0622","31.6875","3138","85","27.5","0","100"
"893","2025-04-12 00:00:00","22.0622","31.5781","3124","85","27.4","0","100"
"894","2025-04-12 00:15:00","22.0622","31.5312","3136","86","27.4","0","100"
"895","2025-04-12 00:30:00","22.1889","31.6094","3134","87","27.2","0","100"
"896","2025-04-12 00:45:00","22.0622","31.625","3138","87","27.1","0","100"
"897","2025-04-12 01:00:00","22.0622","31.5156","3138","88","27.1","0","100"
"898","2025-04-12 01:15:00","22.3164","31.4062","3114","89","27","0","100"
"899","2025-04-12 01:30:00","22.0874","31.4375","3142","89","27","0","100"
"900","2025-04-12 01:45:00","22.0622","31.4688","3121","90","27","0","100"
"901","2025-04-12 02:00:00","22.2145","31.4062","3135.5","90","26.9","0","100"
"902","2025-04-12 02:15:00","22.1127","31.2812","3126","90","26.9","0","100"
"903","2025-04-12 02:30:00","22.0623","31.3281","3118.5","91","26.9","0","100"
"904","2025-04-12 02:45:00","22.0622","31.375","3143","91","26.9","0","100"
"905","2025-04-12 03:00:00","22.0874","31.2812","3129","91","26.8","0","100"
"906","2025-04-12 03:15:00","22.1127","31.1875","3126","91","26.8","0","100"
"907","2025-04-12 03:30:00","22.0874","31.2656","3136.5","92","26.8","0","100"
"908","2025-04-12 03:45:00","22.1127","31.3125","3147","92","26.7","0","100"
"909","2025-04-12 04:00:00","22.0874","31.2031","3139","92","26.6","0","100"
"910","2025-04-12 04:15:00","22.1127","31.1562","3132","92","26.6","0","100"
"911","2025-04-12 04:30:00","22.0623","31.2188","3118","93","26.5","0","100"
"912","2025-04-12 04:45:00","22.0622","31.2188","3146","93","26.5","0","100"
"913","2025-04-12 05:00:00","22.2145","31.0938","3128","93","26.4","0","100"
"914","2025-04-12 05:15:00","22.1127","31.125","3136","93","26.4","0","100"
"915","2025-04-12 05:30:00","22.2145","31.1406","3131.5","94","26.3","0","100"
"916","2025-04-12 05:45:00","22.0622","31.0625","3137","94","26.2","0","100"
"917","2025-04-12 06:00:00","22.1127","31.0312","3126","94","26.1","0","91"
"918","2025-04-12 06:15:00","22.1634","31.0625","3130","94","26.3","0","91"
"919","2025-04-12 06:30:00","22.3164","31.0781","3135.5","94","26.5","0","91"
"920","2025-04-12 06:45:00","22.5227","30.9688","3130","93","26.6","0","91"
"921","2025-04-12 07:00:00","22.7582","30.9375","3133.5","93","26.8","0","91"
"922","2025-04-12 07:15:00","22.8903","30.9375","3120","91","27.2","0","91"
"923","2025-04-12 07:30:00","23.403","30.8125","3112.5","88","27.8","0","91"
"924","2025-04-12 07:45:00","23.7629","30.7812","3099","86","28.4","0","91"
"925","2025-04-12 08:00:00","23.6033","31.6562","3122.5","84","28.8","0","90"
"926","2025-04-12 08:15:00","24.5072","31.7188","3128","81","29.3","0","90"
"927","2025-04-12 08:30:00","24.6548","31.7344","3122","77","29.8","0","90"
"928","2025-04-12 08:45:00","24.9218","31.6562","3120","73","30.2","0","90"
"929","2025-04-12 09:00:00","25.316","31.5938","3126.5","71","30.5","0","100"
"930","2025-04-12 09:15:00","25.5316","31.8125","3120","68","31","0","100"
"931","2025-04-12 09:30:00","25.7192","31.8906","3110","66","31.4","0","100"
"932","2025-04-12 09:45:00","26.099","31.9062","3116","64","31.8","0","100"
"933","2025-04-12 10:00:00","26.7567","32.2656","3143","62","32","0","100"
"934","2025-04-12 10:15:00","26.951","32.2188","3138","60","32.3","0","100"
"935","2025-04-12 10:30:00","321.158","33.2969","3128.5","58","32.6","0","100"
"936","2025-04-12 10:45:00","637.295","34.75","3089","53","33.6","0","92"
"937","2025-04-12 11:00:00","660.601","35.0781","3122","52","33.8","0","91"
"938","2025-04-12 11:15:00","660.601","35.0938","3128","51","34","0","91"
"939","2025-04-12 11:30:00","660.601","34.9688","3122.5","51","34.2","0","91"
"940","2025-04-12 11:45:00","660.601","35.2188","3136","50","34.3","0","91"
"941","2025-04-12 12:00:00","660.601","35.0938","3118.5","50","34.4","0","84"
"942","2025-04-12 12:15:00","660.601","35.2812","3121","49","34.6","0","84"
"943","2025-04-12 12:30:00","660.601","35.6875","3125.5","48","34.8","0","84"
"944","2025-04-12 12:45:00","660.601","35.9062","3138","48","35","0","84"
"945","2025-04-12 13:00:00","660.601","35.6719","3156","47","35","0","85"
"946","2025-04-12 13:15:00","660.601","36.0625","3136","47","35.2","0","85"
"947","2025-04-12 13:30:00","660.601","35.8281","3134","47","35.2","0","85"
"948","2025-04-12 13:45:00","660.601","35.8125","3137","47","35.2","0","85"
"949","2025-04-12 14:00:00","29.0799","34.4062","3229","47","35.1","0","83"
"950","2025-04-12 14:15:00","24.9818","33.4062","3267","47","35.2","0","83"
"951","2025-04-12 14:30:00","25.0422","33.2344","3243","47","35.2","0","83"
"952","2025-04-12 14:45:00","23.5404","33.0312","3223","46","35.2","0","83"
"953","2025-04-12 15:00:00","24.1039","33.0938","3214.5","46","35.2","0","54"
"954","2025-04-12 15:15:00","24.1024","33.3125","3206","46","35.2","0","54"
"955","2025-04-12 15:30:00","24.4226","33.5469","3200.5","45","35.2","0","54"
"956","2025-04-12 15:45:00","23.4852","33.5625","3184","44","35.2","0","54"
"957","2025-04-12 16:00:00","23.0773","33.5312","3192","44","35.1","0","35"
"958","2025-04-12 16:15:00","22.9968","33.5625","3191","44","35","0","35"
"959","2025-04-12 16:30:00","29.3033","32.75","3303","44","34.8","0","37"
"960","2025-04-12 16:45:00","25.1632","34.5625","3213","47","34.2","0","37"
"961","2025-04-12 17:00:00","24.7135","35.4531","3206","47","34","0","52"
"962","2025-04-12 17:15:00","24.0453","35.75","3207","48","33.7","0","52"
"963","2025-04-12 17:30:00","23.4861","35.7344","3202","50","33.3","0","52"
"964","2025-04-12 17:45:00","22.9435","35.6562","3202","52","32.9","0","52"
"965","2025-04-12 18:00:00","22.5234","35.6094","3204.5","53","32.6","0","46"
"966","2025-04-12 18:15:00","22.1634","35.5625","3209","56","32","0","46"
"967","2025-04-12 18:30:00","22.0874","35.4844","3208.5","60","31.4","0","46"
"968","2025-04-12 18:45:00","22.0118","35.4375","3204","64","30.8","0","46"
"969","2025-04-12 19:00:00","22.113","35.4062","3208","67","30.4","0","30"
"970","2025-04-12 19:15:00","22.0118","35.3438","3207","70","30","0","30"
"971","2025-04-12 19:30:00","22.0622","35.2656","3204","72","29.5","0","30"
"972","2025-04-12 19:45:00","22.0622","35.1875","3204","75","29.2","0","30"
"973","2025-04-12 20:00:00","25.7817","34.875","3202.5","76","29","0","62"
"974","2025-04-12 20:15:00","25.5938","34.9688","3201","78","28.7","0","62"
"975","2025-04-12 20:30:00","22.0118","35","3200","80","28.5","0","62"
"976","2025-04-12 20:45:00","22.2652","34.8438","3175","81","28.3","0","62"
"977","2025-04-12 21:00:00","22.037","34.75","3198.5","82","28.1","0","30"
"978","2025-04-12 21:15:00","22.0622","34.75","3213","83","28","0","30"
"979","2025-04-12 21:30:00","22.037","34.6406","3212.5","84","27.9","0","30"
"980","2025-04-12 21:45:00","22.0622","34.4375","3213","85","27.8","0","30"
"981","2025-04-12 22:00:00","22.1385","34.4688","3200.5","85","27.7","0","12"
"982","2025-04-12 22:15:00","22.0622","34.4062","3215","86","27.6","0","12"
"983","2025-04-12 22:30:00","24.2496","34.2969","3199","86","27.5","0","12"
"984","2025-04-12 22:45:00","22.0118","34.1875","3207","87","27.5","0","31"
"985","2025-04-12 23:00:00","22.0622","34.0781","3201.5","84","28","0","5"
"986","2025-04-12 23:15:00","22.0118","34.0938","3202","85","28","0","5"
"987","2025-04-12 23:30:00","22.037","34.0469","3200.5","86","27.9","0","5"
